branchCode,orderNumber,lineNo,menuItemName,quantity,price,subtotal,servingLabel,notes,metadata
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00006,2,Garlic Flatbread,2,10000.00,20000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00006,3,Herb Fries,1,12000.00,12000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00006,4,Sesame Chicken Skewers,3,28000.00,84000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00007,1,Ginger Hibiscus Rooftop Cooler,3,19000.00,57000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00008,1,Garden Vegetable Pasta,1,40300.00,40300.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00008,2,Garlic Flatbread,2,11200.00,22400.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00008,3,Chocolate Date Tart,1,26900.00,26900.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00009,1,Chocolate Date Tart,3,22100.00,66300.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00009,2,Seasonal Salad,1,13800.00,13800.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00010,1,Banana Oat Pancakes,1,20000.00,20000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00010,2,Berry Yoghurt Bowl,2,32000.00,64000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00010,3,Iced Vanilla Coffee,3,28000.00,84000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00010,4,Ginger Hibiscus Cooler,2,15600.00,31200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00011,1,Seasonal Salad,1,17700.00,17700.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00011,2,Tomato Bruschetta,2,26000.00,52000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00011,3,Grilled Chicken Bowl,2,49600.00,99200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00011,4,Corporate Snack Board,3,92000.00,276000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00012,1,Corporate Snack Board,3,92000.00,276000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00013,1,Halloumi Bites,1,26000.00,26000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00013,2,Mushroom Risotto,1,38000.00,38000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00014,1,Chicken Empanada Trio,3,24000.00,72000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00015,1,Grilled Chicken Bowl,2,42000.00,84000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00015,2,Mango Passion Juice,2,14000.00,28000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00015,3,Charred Octopus Style Mushroom,1,20000.00,20000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00016,1,Garden Vegetable Pasta,1,40300.00,40300.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00016,2,Seasonal Salad,1,16800.00,16800.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00016,3,Rosemary Tonic Highball,1,24000.00,24000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00016,4,Tomato Bruschetta,1,24600.00,24600.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00017,1,Herb Fries,3,13400.00,40200.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00017,2,Cranberry Lime Nojito,3,28000.00,84000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00017,3,Skyline Mezze Cups,3,16000.00,48000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00017,4,Garlic Flatbread,1,11200.00,11200.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00018,1,Spiced Chai,1,12300.00,12300.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00018,2,Americano,1,10100.00,10100.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00018,3,Night Market Fries,3,32000.00,96000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00018,4,Passion Fruit Cheesecake,2,23500.00,47000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00019,1,Garlic Flatbread,1,9200.00,9200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00019,2,Cafe Latte,3,11000.00,33000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00019,3,Herb Fries,3,11000.00,33000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00020,1,Beef Fillet Plate,3,51500.00,154500.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00020,2,Mint Lime Spritz,1,14700.00,14700.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00020,3,Tomato Bruschetta,1,20200.00,20200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00020,4,Chocolate Date Tart,1,22100.00,22100.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00021,1,Berry Yoghurt Bowl,3,32000.00,96000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00022,1,Herb Fries,2,14200.00,28400.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00022,2,Vegetable Lasagna Pan,2,32000.00,64000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00022,3,Grilled Chicken Bowl,2,49600.00,99200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00022,4,Tomato Bruschetta,1,26000.00,26000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00023,1,Banquet Mezze Platter,2,112100.00,224200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00024,1,Mushroom Risotto,3,44800.00,134400.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00024,2,Grilled Chicken Bowl,2,49600.00,99200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00024,3,Passion Fruit Cheesecake,2,24800.00,49600.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00025,1,Passion Fruit Cheesecake,2,21000.00,42000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00026,1,Mushroom Risotto,1,38000.00,38000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00026,2,Crispy Plantain Cups,3,18000.00,54000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00026,3,Sesame Chicken Skewers,2,28000.00,56000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00027,1,Mint Lime Spritz,1,16000.00,16000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00028,1,Matoke Croquettes,1,32000.00,32000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00029,1,Garlic Flatbread,2,11200.00,22400.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00029,2,Seasonal Salad,2,16800.00,33600.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00029,3,Tilapia Lemon Herb,3,53800.00,161400.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00029,4,Herb Fries,3,13400.00,40200.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00030,1,Rosemary Tonic Highball,1,24000.00,24000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00030,2,Garlic Flatbread,2,11200.00,22400.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00031,1,Cranberry Lime Nojito,1,28000.00,28000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00032,1,Cafe Latte,3,13400.00,40200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00033,1,Passion Fruit Cheesecake,3,19300.00,57900.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00033,2,Crispy Plantain Cups,2,16600.00,33200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00033,3,Iced Vanilla Coffee,1,28000.00,28000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00033,4,Grilled Chicken Bowl,2,38600.00,77200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00034,1,Spiced Chai,2,10100.00,20200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00034,2,Herb Fries,1,11000.00,11000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00034,3,Berry Yoghurt Bowl,1,32000.00,32000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00034,4,Chocolate Date Tart,3,22100.00,66300.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00035,1,Cafe Latte,3,11000.00,33000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00035,2,Passion Fruit Cheesecake,2,19300.00,38600.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00036,1,Spiced Chai,2,10100.00,20200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00036,2,Sesame Chicken Skewers,1,25800.00,25800.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00036,3,Seasonal Salad,2,13800.00,27600.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00037,1,Passion Fruit Cheesecake,3,24800.00,74400.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00037,2,Sesame Chicken Skewers,1,33000.00,33000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00037,3,Corporate Snack Board,1,92000.00,92000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00038,1,Tilapia Lemon Herb,3,56600.00,169800.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00038,2,Banquet Mezze Platter,2,112100.00,224200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00038,3,Passion Fruit Cheesecake,1,24800.00,24800.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00039,1,Sesame Chicken Skewers,3,33000.00,99000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00039,2,Executive Lunch Box,1,28000.00,28000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00039,3,Americano,3,10600.00,31800.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00040,1,Beef Fillet Plate,3,66100.00,198300.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00041,1,Tilapia Lemon Herb,2,48000.00,96000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00042,1,Crispy Plantain Cups,3,18000.00,54000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00042,2,Grilled Chicken Bowl,3,42000.00,126000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00042,3,Beef Fillet Plate,2,56000.00,112000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00042,4,Garden Vegetable Pasta,2,36000.00,72000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00043,1,Seasonal Salad,2,15000.00,30000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00043,2,Spiced Chai,3,11000.00,33000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00044,1,Matoke Croquettes,2,32000.00,64000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00044,2,Halloumi Bites,3,26000.00,78000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00044,3,Chicken Empanada Trio,2,24000.00,48000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00044,4,Spiced Chai,1,11000.00,11000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00045,1,Matoke Croquettes,1,32000.00,32000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00046,1,Americano,3,10100.00,30300.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00046,2,Tomato Bruschetta,3,24600.00,73800.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00046,3,Tilapia Lemon Herb,3,53800.00,161400.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00046,4,Ginger Hibiscus Rooftop Cooler,2,19000.00,38000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00047,1,Tilapia Lemon Herb,2,53800.00,107600.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00047,2,Halloumi Bites,2,29100.00,58200.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00047,3,Spiced Chai,1,12300.00,12300.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00047,4,Cranberry Lime Nojito,2,28000.00,56000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00048,1,Chocolate Date Tart,1,26900.00,26900.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00048,2,Cranberry Lime Nojito,1,28000.00,28000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00048,3,Halloumi Bites,3,29100.00,87300.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00048,4,Rosemary Tonic Highball,3,24000.00,72000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00049,1,Mango Passion Juice,2,15700.00,31400.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00050,1,Tilapia Lemon Herb,1,53800.00,53800.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00050,2,Mint Lime Sky Spritz,1,17900.00,17900.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00050,3,Crispy Plantain Cups,2,20200.00,40400.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00051,1,Mint Lime Spritz,2,14700.00,29400.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00051,2,Tilapia Lemon Herb,3,44200.00,132600.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00051,3,Chocolate Date Tart,3,22100.00,66300.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00052,1,Americano,3,8300.00,24900.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00052,2,Berry Yoghurt Bowl,2,32000.00,64000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00052,3,Garden Breakfast Plate,3,24000.00,72000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00053,1,Halloumi Bites,3,23900.00,71700.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00054,1,Garden Vegetable Pasta,3,33100.00,99300.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00054,2,Tilapia Lemon Herb,3,44200.00,132600.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00055,1,Halloumi Bites,2,23900.00,47800.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00055,2,Beef Fillet Plate,2,51500.00,103000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00055,3,Avocado Toast Stack,2,16000.00,32000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00056,1,Executive Lunch Box,1,28000.00,28000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00056,2,Sesame Chicken Skewers,2,33000.00,66000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00056,3,Grilled Chicken Bowl,2,49600.00,99200.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00056,4,Beef Fillet Plate,3,66100.00,198300.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00057,1,Banquet Chicken Tray,2,24000.00,48000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00058,1,Herb Fries,2,14200.00,28400.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00058,2,Mango Passion Juice,1,16500.00,16500.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00058,3,Ginger Hibiscus Cooler,3,20100.00,60300.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00058,4,Corporate Snack Board,2,92000.00,184000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00059,1,Herb Fries,3,14200.00,42600.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00059,2,Tomato Bruschetta,2,26000.00,52000.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00060,1,Mint Lime Spritz,1,18900.00,18900.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00061,1,Citrus Greens Bowl,3,28000.00,84000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00061,2,Grilled Chicken Bowl,2,42000.00,84000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00061,3,Mint Lime Spritz,3,16000.00,48000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00062,1,Crispy Plantain Cups,1,20200.00,20200.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00062,2,Ginger Hibiscus Rooftop Cooler,3,19000.00,57000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00062,3,Cafe Latte,1,13400.00,13400.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00063,1,Garden Breakfast Plate,1,24000.00,24000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00063,2,Herb Fries,2,11000.00,22000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00063,3,Seasonal Salad,1,13800.00,13800.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00064,1,Mushroom Risotto,3,44800.00,134400.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00064,2,Tilapia Lemon Herb,1,56600.00,56600.00,Standard,,"{""demoLine"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00064,3,Executive Lunch Box,2,28000.00,56000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00065,1,Beef Fillet Plate,1,56000.00,56000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00065,2,Grilled Chicken Bowl,3,42000.00,126000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00065,3,Smoked Eggplant Dip,3,16000.00,48000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00065,4,Chicken Empanada Trio,2,24000.00,48000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00066,1,Seasonal Salad,1,15000.00,15000.00,Standard,,"{""demoLine"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00066,2,Grilled Chicken Bowl,1,42000.00,42000.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00067,1,Herb Fries,2,13400.00,26800.00,Standard,,"{""demoLine"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00068,1,Americano,2,10100.00,20200.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00069,1,Garden Vegetable Pasta,1,33100.00,33100.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00069,2,Mango Passion Juice,1,12900.00,12900.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00069,3,Mushroom Risotto,3,35000.00,105000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00069,4,Avocado Toast Stack,3,16000.00,48000.00,Standard,,"{""demoLine"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00070,1,Spiced Chai,2,10100.00,20200.00,Standard,,"{""demoLine"": true}"
