branchCode,menuItemName,label,format,price,isDefault,sku,sortOrder,metadata
TAPAS_DOWNTOWN,Ginger Hibiscus Cooler,Large,CUP,22950.00,false,TA-019-LRG,2,"{""upsell"": true}"
TAPAS_DOWNTOWN,Mango Passion Juice,Standard,GLASS,14000.00,true,TA-020-STD,1,"{""default"": true}"
TAPAS_DOWNTOWN,Mango Passion Juice,Large,CUP,18900.00,false,TA-020-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Crispy Plantain Cups,Standard,SINGLE,20200.00,true,RO-001-STD,1,"{""default"": true}"
ROOFTOP_BAR,Tomato Bruschetta,Standard,SINGLE,24600.00,true,RO-002-STD,1,"{""default"": true}"
ROOFTOP_BAR,Tomato Bruschetta,Share,CUSTOM,40590.00,false,RO-002-SHR,2,"{""sharing"": true}"
ROOFTOP_BAR,Sesame Chicken Skewers,Standard,SINGLE,31400.00,true,RO-003-STD,1,"{""default"": true}"
ROOFTOP_BAR,Halloumi Bites,Standard,SINGLE,29100.00,true,RO-004-STD,1,"{""default"": true}"
ROOFTOP_BAR,Halloumi Bites,Share,CUSTOM,48015.00,false,RO-004-SHR,2,"{""sharing"": true}"
ROOFTOP_BAR,Garden Vegetable Pasta,Standard,SINGLE,40300.00,true,RO-006-STD,1,"{""default"": true}"
ROOFTOP_BAR,Tilapia Lemon Herb,Standard,SINGLE,53800.00,true,RO-008-STD,1,"{""default"": true}"
ROOFTOP_BAR,Herb Fries,Standard,SINGLE,13400.00,true,RO-010-STD,1,"{""default"": true}"
ROOFTOP_BAR,Seasonal Salad,Standard,SINGLE,16800.00,true,RO-011-STD,1,"{""default"": true}"
ROOFTOP_BAR,Garlic Flatbread,Standard,SINGLE,11200.00,true,RO-012-STD,1,"{""default"": true}"
ROOFTOP_BAR,Passion Fruit Cheesecake,Standard,SINGLE,23500.00,true,RO-013-STD,1,"{""default"": true}"
ROOFTOP_BAR,Chocolate Date Tart,Standard,SINGLE,26900.00,true,RO-014-STD,1,"{""default"": true}"
ROOFTOP_BAR,Chocolate Date Tart,Share,CUSTOM,44385.00,false,RO-014-SHR,2,"{""sharing"": true}"
ROOFTOP_BAR,Americano,Standard,GLASS,10100.00,true,RO-015-STD,1,"{""default"": true}"
ROOFTOP_BAR,Americano,Large,CUP,13635.00,false,RO-015-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Cafe Latte,Standard,GLASS,13400.00,true,RO-016-STD,1,"{""default"": true}"
ROOFTOP_BAR,Cafe Latte,Large,CUP,18090.00,false,RO-016-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Spiced Chai,Standard,GLASS,12300.00,true,RO-017-STD,1,"{""default"": true}"
ROOFTOP_BAR,Spiced Chai,Large,CUP,16605.00,false,RO-017-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Mint Lime Sky Spritz,Standard,GLASS,17900.00,true,RO-018-STD,1,"{""default"": true}"
ROOFTOP_BAR,Mint Lime Sky Spritz,Large,CUP,24165.00,false,RO-018-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Ginger Hibiscus Rooftop Cooler,Standard,GLASS,19000.00,true,RO-019-STD,1,"{""default"": true}"
ROOFTOP_BAR,Ginger Hibiscus Rooftop Cooler,Large,CUP,25650.00,false,RO-019-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Mango Passion Juice,Standard,GLASS,15700.00,true,RO-020-STD,1,"{""default"": true}"
ROOFTOP_BAR,Mango Passion Juice,Large,CUP,21195.00,false,RO-020-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Crispy Plantain Cups,Standard,SINGLE,16600.00,true,GA-001-STD,1,"{""default"": true}"
GARDEN_CAFE,Tomato Bruschetta,Standard,SINGLE,20200.00,true,GA-002-STD,1,"{""default"": true}"
GARDEN_CAFE,Sesame Chicken Skewers,Standard,SINGLE,25800.00,true,GA-003-STD,1,"{""default"": true}"
GARDEN_CAFE,Halloumi Bites,Standard,SINGLE,23900.00,true,GA-004-STD,1,"{""default"": true}"
GARDEN_CAFE,Grilled Chicken Bowl,Standard,SINGLE,38600.00,true,GA-005-STD,1,"{""default"": true}"
GARDEN_CAFE,Garden Vegetable Pasta,Standard,SINGLE,33100.00,true,GA-006-STD,1,"{""default"": true}"
GARDEN_CAFE,Beef Fillet Plate,Standard,SINGLE,51500.00,true,GA-007-STD,1,"{""default"": true}"
GARDEN_CAFE,Tilapia Lemon Herb,Standard,SINGLE,44200.00,true,GA-008-STD,1,"{""default"": true}"
GARDEN_CAFE,Mushroom Risotto,Standard,SINGLE,35000.00,true,GA-009-STD,1,"{""default"": true}"
GARDEN_CAFE,Herb Fries,Standard,SINGLE,11000.00,true,GA-010-STD,1,"{""default"": true}"
GARDEN_CAFE,Herb Fries,Share,CUSTOM,18150.00,false,GA-010-SHR,2,"{""sharing"": true}"
GARDEN_CAFE,Seasonal Salad,Standard,SINGLE,13800.00,true,GA-011-STD,1,"{""default"": true}"
GARDEN_CAFE,Garlic Flatbread,Standard,SINGLE,9200.00,true,GA-012-STD,1,"{""default"": true}"
GARDEN_CAFE,Passion Fruit Cheesecake,Standard,SINGLE,19300.00,true,GA-013-STD,1,"{""default"": true}"
GARDEN_CAFE,Chocolate Date Tart,Standard,SINGLE,22100.00,true,GA-014-STD,1,"{""default"": true}"
GARDEN_CAFE,Chocolate Date Tart,Share,CUSTOM,36465.00,false,GA-014-SHR,2,"{""sharing"": true}"
GARDEN_CAFE,Americano,Standard,GLASS,8300.00,true,GA-015-STD,1,"{""default"": true}"
GARDEN_CAFE,Americano,Large,CUP,11205.00,false,GA-015-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Cafe Latte,Standard,GLASS,11000.00,true,GA-016-STD,1,"{""default"": true}"
GARDEN_CAFE,Cafe Latte,Large,CUP,14850.00,false,GA-016-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Spiced Chai,Standard,GLASS,10100.00,true,GA-017-STD,1,"{""default"": true}"
GARDEN_CAFE,Spiced Chai,Large,CUP,13635.00,false,GA-017-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Mint Lime Spritz,Standard,GLASS,14700.00,true,GA-018-STD,1,"{""default"": true}"
GARDEN_CAFE,Mint Lime Spritz,Large,CUP,19845.00,false,GA-018-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Ginger Hibiscus Cooler,Standard,GLASS,15600.00,true,GA-019-STD,1,"{""default"": true}"
GARDEN_CAFE,Ginger Hibiscus Cooler,Large,CUP,21060.00,false,GA-019-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Mango Passion Juice,Standard,GLASS,12900.00,true,GA-020-STD,1,"{""default"": true}"
GARDEN_CAFE,Mango Passion Juice,Large,CUP,17415.00,false,GA-020-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Crispy Plantain Cups,Standard,SINGLE,21200.00,true,EV-001-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Tomato Bruschetta,Standard,SINGLE,26000.00,true,EV-002-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Tomato Bruschetta,Share,CUSTOM,42900.00,false,EV-002-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Sesame Chicken Skewers,Standard,SINGLE,33000.00,true,EV-003-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Halloumi Bites,Standard,SINGLE,30700.00,true,EV-004-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Grilled Chicken Bowl,Standard,SINGLE,49600.00,true,EV-005-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Grilled Chicken Bowl,Share,CUSTOM,81840.00,false,EV-005-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Garden Vegetable Pasta,Standard,SINGLE,42500.00,true,EV-006-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Beef Fillet Plate,Standard,SINGLE,66100.00,true,EV-007-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Tilapia Lemon Herb,Standard,SINGLE,56600.00,true,EV-008-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Mushroom Risotto,Standard,SINGLE,44800.00,true,EV-009-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Mushroom Risotto,Share,CUSTOM,73920.00,false,EV-009-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Herb Fries,Standard,SINGLE,14200.00,true,EV-010-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Herb Fries,Share,CUSTOM,23430.00,false,EV-010-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Seasonal Salad,Standard,SINGLE,17700.00,true,EV-011-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Garlic Flatbread,Standard,SINGLE,11800.00,true,EV-012-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Passion Fruit Cheesecake,Standard,SINGLE,24800.00,true,EV-013-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Chocolate Date Tart,Standard,SINGLE,28300.00,true,EV-014-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Americano,Standard,GLASS,10600.00,true,EV-015-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Americano,Large,CUP,14310.00,false,EV-015-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Cafe Latte,Standard,GLASS,14200.00,true,EV-016-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Cafe Latte,Large,CUP,19170.00,false,EV-016-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Spiced Chai,Standard,GLASS,13000.00,true,EV-017-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Spiced Chai,Large,CUP,17550.00,false,EV-017-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Mint Lime Spritz,Standard,GLASS,18900.00,true,EV-018-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Mint Lime Spritz,Large,CUP,25515.00,false,EV-018-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Ginger Hibiscus Cooler,Standard,GLASS,20100.00,true,EV-019-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Ginger Hibiscus Cooler,Large,CUP,27135.00,false,EV-019-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Mango Passion Juice,Standard,GLASS,16500.00,true,EV-020-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Mango Passion Juice,Large,CUP,22275.00,false,EV-020-LRG,2,"{""upsell"": true}"
EVENTS_KITCHEN,Banquet Mezze Platter,Standard,SINGLE,112100.00,true,EV-021-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Banquet Mezze Platter,Share,CUSTOM,184965.00,false,EV-021-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Corporate Snack Board,Standard,SINGLE,92000.00,true,EV-022-STD,1,"{""default"": true}"
TAPAS_DOWNTOWN,Smoked Eggplant Dip,Standard,SINGLE,16000.00,true,TA-S01-STD,1,"{""default"": true}"
TAPAS_DOWNTOWN,Charred Octopus Style Mushroom,Standard,SINGLE,20000.00,true,TA-S02-STD,1,"{""default"": true}"
TAPAS_DOWNTOWN,Chicken Empanada Trio,Standard,SINGLE,24000.00,true,TA-S03-STD,1,"{""default"": true}"
TAPAS_DOWNTOWN,Chicken Empanada Trio,Share,CUSTOM,39600.00,false,TA-S03-SHR,2,"{""sharing"": true}"
TAPAS_DOWNTOWN,Citrus Greens Bowl,Standard,SINGLE,28000.00,true,TA-S04-STD,1,"{""default"": true}"
TAPAS_DOWNTOWN,Matoke Croquettes,Standard,SINGLE,32000.00,true,TA-S05-STD,1,"{""default"": true}"
ROOFTOP_BAR,Skyline Mezze Cups,Standard,SINGLE,16000.00,true,RO-S01-STD,1,"{""default"": true}"
ROOFTOP_BAR,Cucumber Basil Fizz,Standard,GLASS,20000.00,true,RO-S02-STD,1,"{""default"": true}"
ROOFTOP_BAR,Cucumber Basil Fizz,Large,CUP,27000.00,false,RO-S02-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Rosemary Tonic Highball,Standard,GLASS,24000.00,true,RO-S03-STD,1,"{""default"": true}"
ROOFTOP_BAR,Rosemary Tonic Highball,Large,CUP,32400.00,false,RO-S03-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Cranberry Lime Nojito,Standard,GLASS,28000.00,true,RO-S04-STD,1,"{""default"": true}"
ROOFTOP_BAR,Cranberry Lime Nojito,Large,CUP,37800.00,false,RO-S04-LRG,2,"{""upsell"": true}"
ROOFTOP_BAR,Night Market Fries,Standard,SINGLE,32000.00,true,RO-S05-STD,1,"{""default"": true}"
GARDEN_CAFE,Avocado Toast Stack,Standard,SINGLE,16000.00,true,GA-S01-STD,1,"{""default"": true}"
GARDEN_CAFE,Banana Oat Pancakes,Standard,SINGLE,20000.00,true,GA-S02-STD,1,"{""default"": true}"
GARDEN_CAFE,Banana Oat Pancakes,Share,CUSTOM,33000.00,false,GA-S02-SHR,2,"{""sharing"": true}"
GARDEN_CAFE,Garden Breakfast Plate,Standard,SINGLE,24000.00,true,GA-S03-STD,1,"{""default"": true}"
GARDEN_CAFE,Garden Breakfast Plate,Share,CUSTOM,39600.00,false,GA-S03-SHR,2,"{""sharing"": true}"
GARDEN_CAFE,Iced Vanilla Coffee,Standard,GLASS,28000.00,true,GA-S04-STD,1,"{""default"": true}"
GARDEN_CAFE,Iced Vanilla Coffee,Large,CUP,37800.00,false,GA-S04-LRG,2,"{""upsell"": true}"
GARDEN_CAFE,Berry Yoghurt Bowl,Standard,SINGLE,32000.00,true,GA-S05-STD,1,"{""default"": true}"
GARDEN_CAFE,Berry Yoghurt Bowl,Share,CUSTOM,52800.00,false,GA-S05-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Banquet Chicken Tray,Standard,SINGLE,24000.00,true,EV-S01-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Executive Lunch Box,Standard,SINGLE,28000.00,true,EV-S02-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Vegetable Lasagna Pan,Standard,SINGLE,32000.00,true,EV-S03-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Vegetable Lasagna Pan,Share,CUSTOM,52800.00,false,EV-S03-SHR,2,"{""sharing"": true}"
EVENTS_KITCHEN,Mini Dessert Flight,Standard,SINGLE,36000.00,true,EV-S04-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Conference Tea Service,Standard,GLASS,40000.00,true,EV-S05-STD,1,"{""default"": true}"
EVENTS_KITCHEN,Conference Tea Service,Large,CUP,54000.00,false,EV-S05-LRG,2,"{""upsell"": true}"
