branchCode,orderNumber,action,actorEmail,createdAt,metadata
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00100,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-09T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00101,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00104,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00105,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00106,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00108,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00109,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00110,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00112,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00113,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00114,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00115,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00116,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00117,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00118,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-10T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00121,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-11T17:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00122,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-11T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00125,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-12T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00126,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-12T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00127,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-12T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00128,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-12T16:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00131,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-12T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00133,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00134,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00136,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00137,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T09:45:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00138,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00139,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00140,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T07:45:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00141,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00141,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-13T16:06:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00142,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-13T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00145,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T17:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00146,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T17:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00148,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00149,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00151,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00154,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T10:35:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00155,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00156,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00158,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00159,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-14T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00165,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T15:35:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00167,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T16:20:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00168,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00169,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T10:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00171,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T11:20:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00172,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00173,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00175,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00176,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T10:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00176,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-15T10:46:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00177,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00178,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T15:45:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00179,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T17:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00180,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-15T08:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00181,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-16T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00181,RECEIPT_SEND_PENDING,cashier@nimbus.demo,2026-04-16T09:36:00Z,"{""status"": ""PENDING"", ""supported"": false, ""reason"": ""NO_LIVE_DELIVERY_ADAPTER""}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00182,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-16T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00183,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-16T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00184,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-16T09:35:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00185,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-17T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00186,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-17T11:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00188,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-17T07:35:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00192,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-17T11:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00193,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-18T09:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00197,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-18T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00199,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-18T10:55:00Z,"{""receiptIdEqualsOrderId"": true}"
EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00202,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-18T15:55:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00205,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T16:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00206,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00209,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T07:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00210,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T16:05:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00211,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T17:55:00Z,"{""receiptIdEqualsOrderId"": true}"
ROOFTOP_BAR,ORD-ROOFTOP_BAR-00212,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00214,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T08:05:00Z,"{""receiptIdEqualsOrderId"": true}"
GARDEN_CAFE,ORD-GARDEN_CAFE-00216,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-19T18:20:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00221,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T18:05:00Z,"{""receiptIdEqualsOrderId"": true}"
TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00223,RECEIPT_CREATED,cashier@nimbus.demo,2026-04-20T10:05:00Z,"{""receiptIdEqualsOrderId"": true}"
